Year,Month,Type,Country,HS Code,Statistic Code,Unit Code,Description,Quantity,CIF (BAHT),Heading,heading_description,Chapter,chapter_description
2563,1,1,TH,84039090,0,KGM,Other (KGM),605,6688,8403,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84073471,0,C62,"Of a cylinder capacity not exceeding 2,000 cc (C62)",3,335033,8407,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84073494,90,C62,Other (C62),1,42980,8407,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84079010,90,C62,Other (C62),5,108862,8407,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84082021,90,C62,Other (C62),2,289,8408,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84082021,801,C62,Used engines (C62),4,397641,8408,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84082022,1,C62,New engines (C62),1,103349,8408,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84082022,2,C62,Of a kind used for vehicles classified in heading 87.03 vans and pickups and the like classified in heading 87.04 (C62),1,85434,8408,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84082022,90,C62,Other (C62),1,56890,8408,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84082022,801,C62,Used engines (C62),4,200940,8408,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84089010,1,C62,New engines (C62),1,105968,8408,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84089099,1,C62,New engines (C62),1,79935,8408,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84091000,0,KGM,For aircraft engines (KGM),425,3442443,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099114,0,KGM,Other cylinder liners (KGM),0,13423,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099121,0,KGM,Carburettors and parts thereof (KGM),41,47654,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099135,0,KGM,Cylinder heads and head covers (KGM),6,8553,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099139,2,KGM,Inter and exhaust valve (KGM),2,9749,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099139,90,KGM,Other (KGM),15,49523,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099141,0,KGM,Carburettors and parts thereof (KGM),0,194,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099145,0,KGM,Cylinder heads and head covers (KGM),46,189659,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099146,0,KGM,"Pistons, with an external diameter of 50 mm or more, but not exceeding 155 mm (KGM)",7,5059,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099149,2,KGM,Inter and exhaust valve (KGM),3,3205,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099149,90,KGM,Other (KGM),92,567120,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099154,0,KGM,"Pistons, with an external diameter of 50 mm or more, but not exceeding 155 mm (KGM)",7,11449,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099161,0,KGM,Cylinder blocks; crank cases (KGM),2,3846,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099169,90,KGM,Other (KGM),2,3846,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099171,90,KGM,Other (KGM),0,486,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099179,90,KGM,Other (KGM),350,2218547,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099922,0,KGM,Cylinder blocks; crank cases (KGM),1249,355907,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099928,90,KGM,Other (KGM),0,4309,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099945,0,KGM,Cylinder heads and head covers (KGM),30,15696,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099946,0,KGM,"Pistons, with an external diameter of 50 mm or more, but not exceeding 155 mm (KGM)",10,11784,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099947,0,KGM,Other pistons (KGM),1,2082,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099948,1,KGM,Piston rings (KGM),1,1047,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099949,90,KGM,Other (KGM),329,1032840,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099969,90,KGM,Other (KGM),133,167559,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099977,90,KGM,Other (KGM),13,14338,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84099979,90,KGM,Other (KGM),12,144046,8409,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84119900,0,KGM,Other (KGM),308,1750111,8411,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84122100,0,C62,Linear acting (cylinders) (C62),26,259753,8412,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84123900,0,C62,Other (C62),3,11904,8412,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84129090,0,KGM,Other (KGM),3153,75951,8412,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84131910,0,C62,Electrically operated (C62),3,496970,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84131920,0,C62,Not Electrically operated (C62),12,224214,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84132010,0,C62,Water pumps (C62),1,10931,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84132090,0,C62,Other (C62),43,1926686,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84132090,999,KGM,CKD (KGM),80,85328,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84133030,0,C62,"Fuel pumps of a kind used for engines of motor vehicles of heading 87.02, 87.03 or 87.04 (C62)",17583,97458477,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84133040,0,C62,"Water pumps of a kind used for engines of motor vehicles of heading 87.02, 87.03 or 87.04 (C62)",32,18680,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84133051,90,C62,Other (C62),2,15190,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84133052,999,KGM,CKD (KGM),14,11336,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84133090,90,C62,Other (C62),29,2966058,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84133090,999,KGM,CKD (KGM),42,34696,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84134000,999,KGM,CKD (KGM),10200,4494000,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84136031,0,C62,Electrically operated (C62),2,1786,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84136090,0,C62,Other (C62),11,8000,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84137019,0,C62,Other (C62),31,147590,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84137031,0,C62,With an inlet diameter not exceeding 200 mm (C62),4,30340,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84137099,0,C62,Other (C62),1,492572,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84138119,0,C62,Other (C62),36,17026176,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84139120,0,KGM,Of pumps of subheading 8413.20.20 and 8413.20.90 (KGM),60,6745,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84139140,0,KGM,Of other centrifugal pumps (KGM),71,13162,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84139190,0,KGM,Of other pumps (KGM),201,1072608,8413,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84141000,0,C62,Vacuum pumps (C62),9,3564575,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84142090,0,C62,Other (C62),7,36927,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84143090,0,C62,Other (C62),211,5266286,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84143090,999,KGM,CKD (KGM),10090,5846405,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84144000,999,KGM,CKD (KGM),3576,48224,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84145110,999,KGM,CKD (KGM),3,888,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84145199,0,C62,Other (C62),10,34874,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84145199,999,KGM,CKD (KGM),3,2808,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84145920,1,C62,Imported or ordered to import by the State Railway of Thailand for rail locomotives of heading 86.02 (C62),3,1599,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84145930,90,C62,Other (C62),59,645148,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84145949,1,C62,Imported or ordered to import by the State Railway of Thailand for rail locomotives of heading 86.02 (C62),2,3403,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84145949,90,C62,Other (C62),1812,160971,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84145950,90,C62,Other (C62),6,11614,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84145950,999,KGM,CKD (KGM),258,156038,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84145999,90,C62,Other (C62),4223,1636786,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84145999,999,KGM,CKD (KGM),6,13513,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84146099,0,C62,Other (C62),7,26409,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84148011,0,C62,Laminar airflow cabinets (C62),64,349765,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84148029,0,C62,Other (C62),2,296922,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84148041,90,C62,Other (C62),19,110108,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84148042,0,C62,Of a kind used for automotive air conditioners (C62),5,63998,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84148043,0,C62,Sealed units for air conditioning machines (C62),27,174519,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84148049,1,C62,Imported or ordered to import by the State Railway of Thailand for rail locomotives of heading 86.02 (C62),1,50566,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84148049,90,C62,Other (C62),129,853902,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84148050,0,C62,Air pumps (C62),2,15678,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84148090,90,C62,Other (C62),460,2765678,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84149021,0,KGM,"Of goods of heading 84.15, 84.18, 85.09 or 85.16 (KGM)",35,9986,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84149029,90,C62,Other (KGM),3,4289,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84149032,90,C62,Other (KGM),8,71897,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84149091,0,KGM,For electrically operated machines (KGM),50,51334,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84149092,0,KGM,For non-electrically operated machines (KGM),336,3695297,8414,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84151010,90,C62,Other (C62),8,126745,8415,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84151090,0,C62,Other (C62),3011,10332987,8415,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84158119,0,C62,Other (C62),3,2170715,8415,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84159014,90,KGM,Other (KGM),329,94087,8415,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84159014,800,KGM,Used (KGM),41,17164,8415,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84159019,90,KGM,Other (KGM),1092,1719539,8415,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84159049,0,KGM,Other (KGM),828,956249,8415,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84181011,800,C62,Used (C62),1,10362,8418,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84181019,0,C62,Other (C62),1,23617,8418,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84182110,0,C62,Of a capacity not exceeding 230 l (C62),1,8931,8418,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84182900,0,C62,Other (C62),1,3885,8418,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84185099,0,C62,Other (C62),1,96027,8418,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84186990,90,C62,Other (C62),5,148059,8418,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84189100,0,KGM,Furniture designed to receive refrigerating or freezing equipment (KGM),0,427,8418,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84189990,0,KGM,Other (KGM),1504,509118,8418,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84195091,0,C62,Electrically operated (C62),6,47915,8419,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84198919,999,KGM,CKD (KGM),7450,1011684,8419,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84212319,0,C62,Other (C62),40,2886,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84212321,0,C62,Oil filters (C62),29981,1551270,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84212329,0,C62,Other (C62),380,69498,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84212391,0,C62,Oil filters (C62),10022,281259,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84212399,0,C62,Other (C62),778,242514,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84212990,0,C62,Other (C62),64,253971,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84212990,999,KGM,CKD (KGM),341,354005,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84213120,0,C62,For motor vehicles of Chapter 87 (C62),1029,205716,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84213120,999,KGM,CKD (KGM),6,3836,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84213190,0,C62,Other (C62),51,7628,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84213920,0,C62,Air purifiers (C62),32,68167,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84213990,0,C62,Other (C62),4,1974152,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84213990,999,KGM,CKD (KGM),2700,432928,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84219921,0,KGM,For subheading 8421.23.11 or 8421.23.21 (KGM),614,209166,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84219929,0,KGM,Other (KGM),72,84786,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84219930,0,KGM,Of goods of subheading 8421.31 (KGM),2150,911562,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84219999,0,KGM,Other (KGM),4481,1724876,8421,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84223000,90,C62,Other (C62),1,779,8422,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84224000,90,C62,Other (C62),24,362533,8422,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84229090,1,KGM,"For electronically operated equipment, for hand use,with installed electronic motor (KGM)",0,1376,8422,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84229090,90,KGM,Other (KGM),31,106066,8422,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84239029,0,KGM,Of non-electrically operated machines (KGM),26,91844,8423,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84241090,1,C62,Fire extinguishers charged with Halon 1211 or Halon 1301 or Halon 2402 (C62),17,9721,8424,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84241090,2,C62,Fire extinguishers charged with others (C62),5,3972,8424,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84241090,999,KGM,CKD (KGM),47,10323,8424,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84242019,0,C62,Other (C62),202,136123,8424,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84242029,0,C62,Other (C62),3,26328,8424,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84244190,0,C62,Other (C62),1,569,8424,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84248990,90,C62,Other (C62),148500,485038,8424,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84251100,0,C62,Powered by electric motor (C62),17,1908940,8425,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84251900,0,C62,Other (C62),139,426587,8425,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84253900,0,C62,Other (C62),9,20775,8425,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84254290,1,C62,jacks (C62),8,372728,8425,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84254290,2,C62,Hoists (C62),16,18382,8425,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84254290,90,C62,Other (C62),28,495270,8425,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
2563,1,1,TH,84254910,1,C62,jacks (C62),4,89928,8425,#N/A,84,"NUCLEAR REACTORS , MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF"
