,hscode,volume
1426,10063040001,36
1427,10063040001,480
1428,10063040001,22000
1429,10063099001,2640
1430,10063099001,200
1431,10063040001,160
1432,10063040001,1900
1433,10063040001,1124
1434,10063040001,266
1435,10063099001,24000
1436,10063040001,2223
1437,10063040001,160
1438,10063040001,6
1439,10063030003,50
1440,10063030003,15
1441,10063099012,100000
1442,10063099013,132500
1443,10064090006,1000
1444,10063091001,1560
1445,10063040001,65
1446,10063040001,691
1447,10063040001,255
1448,10063040001,670
1449,10064090003,650
1450,10063040001,950
1451,10064090003,370
1452,10063091001,16530
1453,10063091001,3306
1454,10063099010,3332
1455,10063091001,600
1456,10063030003,1720
1457,10063040001,19391
1458,10063040001,19391
1459,15119049000,50
1460,10063040001,880
1461,10063099012,10400
1462,10063040001,42000
1463,10063099013,520000
1464,10063099001,1330
1465,10063040001,16344
1466,10063040001,16344
1467,10062090613,5
1468,10062090613,5
1469,10062090619,5
1470,10063040001,9200
1471,10063040001,10000
1472,10063030003,10
1473,10063030003,30
1474,10063030003,30
1475,10063030003,30
1476,10063040001,20911
1477,10063040001,20922
1478,10063030003,850
1479,10063030003,400
1480,10063030003,450
1481,10063040500,40000
1482,10063099001,425000
1483,10063040001,21500
1484,10063099012,1000
1485,10063040001,620
1486,10063030006,10
1487,10063099007,95
1488,10063099001,4410
1489,10063099012,156000
1490,10063040001,20866
1491,10063040001,6500
1492,10063040001,7000
1493,10063040001,7000
1494,10063040001,2000
1495,10063040001,17706
1496,10063040001,4540
1497,10063099003,460
1498,10063099003,460
1499,10063040001,7875
1500,10063040001,540
1501,10063040001,920
1502,10063030003,100
1503,10063030003,300
1504,10063040001,2300
1505,10063099012,1665
1506,10063040001,1536
1507,10063040001,12770
1508,10063040001,1536
1509,10063040001,25200
1510,10063099010,10920
1511,10063040001,2200
1512,10063099001,3050
1513,10063040001,1920
1514,10063040001,696
1515,10063091001,400
1516,10063099001,1250
1517,10063040001,3150
1518,15119036000,2520
1519,15119036000,7560
1520,10063040001,4400
1521,10063040001,1467
1522,10063040001,3000
1523,10063040001,360
1524,10063040001,340
1525,10063040001,525
1526,10063040001,3000
1527,10063040001,3000
1528,10063040001,50
1529,10063040001,100
1530,10063040001,730
1531,10063099010,3020
1532,10063040001,3020
1533,10063040001,5100
1534,10063040001,130
1535,10063040001,800
1536,10063040001,175
1537,10064090006,250000
1538,10063040001,72000
1539,10063040001,51600
1540,10062090612,20
1541,10063040001,5520
1542,10064090005,3120
1543,10064090005,4160
1544,10063040001,8000
1545,10063099010,6000
1546,10063099012,2000
1547,10063099001,1200
1548,10063099001,2250
1549,10063099001,1100
1550,10063040001,500
1551,10063040001,140
1552,10063040001,242572
1553,10063040001,14001
1554,10063040001,5216
1555,10063040001,5039
1556,10062010001,4411
1557,10063040001,39952
1558,10062090001,460
1559,10062090001,460
1560,10063099001,920
1561,10063040001,19150
1562,10063099001,2545
1563,10063099001,2545
1564,10063040001,84000
1565,10063040001,42000
1566,10063040001,38800
1567,10063040001,21000
1568,10063040001,42000
1569,10063040001,42000
1570,10063040001,42003
1571,10063099009,1
1572,10063099009,1
1573,10064090003,50
1574,10063040001,100
1575,10063040001,200
1576,10063040001,270
1577,10063040001,450
1578,10063040001,19380
1579,15119039000,1800
1580,10051000000,3300
1581,10051000000,25
1582,10051000000,25
1583,10051000000,250
1584,10051000000,100
1585,10051000000,1200
1586,10063099600,1340
1587,10063099001,1900
1588,10063099001,2100
1589,10063099001,300
1590,10063099001,500
1591,10062090613,80
1592,10063030003,860
1593,10063099001,630
1594,10063099001,230
1595,10063040001,173655
1596,10063040001,155040
1597,10063040001,780
1598,10063040001,200
1599,10063040001,120
1600,10063040001,200
1601,10063040001,120
1602,10063099001,40
1603,10063040001,4250
1604,10063040001,700
1605,10063040001,150
1606,15119039000,480
1607,10063099001,1720
1608,10063099001,17133
1609,10063099001,1998
1610,15119036000,100
1611,15119036000,200
1612,15119036000,200
1613,15119036000,200
1614,15119036000,200
1615,15119036000,200
1616,15119036000,200
1617,15119036000,200
1618,15119036000,200
1619,15119036000,200
1620,15119036000,200
1621,15119036000,200
1622,15119036000,200
1623,10063091003,500
1624,15119020000,100
1625,10063030006,15
1626,10063099007,330
1627,15119049000,4
1628,10063040001,25000
1629,10063040001,2500
1630,10064090005,2500
1631,10063099001,20000
1632,10063099001,25000
1633,10063099012,22500
1634,10064090019,17
1635,10064090005,3
1636,10063040001,1030
1637,10063040001,876
1638,10063040001,1000
1639,10063099001,540
1640,10063091001,200
1641,10063091001,300
1642,10063091001,800
1643,10063040001,2520
1644,10063099001,360
1645,10063099010,140
1646,10063091001,100
1647,10063040001,600
1648,10063040001,120
1649,10063040001,324
1650,10063040001,230
1651,10063040001,509
1652,10063040001,647
1653,10063040001,3456
1654,10063099001,1000
1655,10063099001,1000
1656,10063099001,200
1657,10063099001,200
1658,10063099001,200
1659,10063040001,1000
1660,10063040001,600
1661,10063099001,600
1662,10063099001,2000
1663,10063040001,1200
1664,15119049000,40
1665,10064090006,1641
1666,10064090019,15
1667,10064090012,5
1668,10063040001,1000
1669,10063040001,25000
1670,10063099010,1000
1671,10063099010,400
1672,10064090003,5000
1673,10063040001,1200
1674,10063040001,435
1675,10062090618,50
1676,10063099001,155
1677,10063099001,460
1678,10063099001,160
1679,10063099001,300
1680,10063099001,230
1681,10063099001,400
1682,10064090004,100
1683,10063099001,925
1684,10063040001,1000
1685,10063040001,1000
1686,10063040001,3000
1687,10063040001,800
1688,10063040001,3840
1689,10063099012,1500
1690,10063099012,1000
1691,10063040001,1460
1692,10063099001,220
1693,10063030003,60
1694,10063030003,45
1695,10062090606,864
1696,10063040001,66000
1697,10063099001,1050
1698,10063040001,850
1699,10063040001,1700
1700,10063040001,360
1701,10063040001,855
1702,10063040001,135
1703,10063040001,72
1704,10063040001,726
1705,10063040001,229
1706,10062090605,950
1707,10062010500,210
1708,10062010500,70
1709,10063040001,370
1710,10063040001,6430
1711,10063040001,300
1712,10063040001,860
1713,10063040001,95
1714,10063040001,386
1715,10063040001,386
1716,10063040001,315
1717,10063099012,10000
1718,10064090600,1200
1719,10063099023,1150
1720,10063099023,600
1721,10063099023,2400
1722,10062090001,1200
1723,10063099001,2400
1724,10063099001,1200
1725,10063099001,2400
1726,10063030003,50
1727,10063091001,1040
1728,10063091001,520
1729,10063099010,520
1730,10063091001,4160
1731,10063040001,2600
1732,10063040001,2600
1733,10063040001,2600
1734,10063040001,2600
1735,10063040001,1880
1736,10063040001,1880
1737,10063040001,2600
1738,10063040001,2600
1739,10063040001,2600
1740,10063040001,2600
1741,10063040001,2600
1742,10063040001,2600
1743,10063040001,2600
1744,10063040001,2600
1745,10063040001,2600
1746,10063030003,1920
1747,10063040001,2600
1748,10063040001,2600
1749,10063099001,1850
1750,10063040001,2760
1751,10063040001,920
1752,10063040001,1840
1753,10064090019,4000
1754,10063091001,2500
1755,10063099012,10400
1756,10063099090,1
1757,10063099090,1
1758,10063099090,1
1759,10063099090,1
1760,10063099090,1
1761,10063099090,1
1762,10063099090,1
1763,10063099090,1
1764,10063099090,1
1765,10063099090,1
1766,10063099090,1
1767,10063099090,1
1768,10063099090,1
1769,10063099090,1
1770,10063099090,1
1771,10063099090,1
1772,10063099090,4
1773,10063099601,83968
1774,10063099601,52000
1775,10063099601,78000
1776,10063099601,63000
1777,10063099601,7000
1778,10063099601,2000
1779,10063099601,14000
1780,10063099601,15500
1781,10063099601,8000
1782,10063099601,2000
1783,10063099601,3000
1784,10063099601,10000
1785,10051000000,4500
1786,10051000000,4000
1787,10051000000,8980
1788,10051000000,20
1789,10063040001,600
1790,10063040001,1400
1791,10062090607,550
1792,10062090619,120
1793,10063040001,19777
1794,10063040001,19777
1795,10063099010,1000
1796,10063040001,3000
1797,10063040001,500
1798,10063040001,19380
1799,10063040001,19380
1800,10063099001,925
1801,10064090602,5000
1802,10063099012,1040
1803,10063040001,620
1804,10063040001,17025
1805,10063040001,2270
1806,10063091001,300000
1807,10063099001,3200
1808,10063099001,7200
1809,10063099001,4000
1810,10063040001,4090
1811,10063040001,7198
1812,10063030003,150
1813,10063030003,400
1814,10062090613,30
1815,10062090619,30
1816,10064090005,4000
1817,10063040001,6000
1818,10063040001,8875
1819,10062010001,600
1820,10063040001,400
1821,10063040001,3000
1822,10063099001,1050
1823,10063030003,770
1824,10064090005,3600
1825,10063040001,600
1826,10063040001,18000
1827,10063040001,1200
1828,10063099001,1543
1829,10063099001,120
1830,10063099001,100
1831,10063040001,1800
1832,10063040001,1800
1833,15119036000,12600
1834,10063040001,4030
1835,10063040001,5000
1836,10063099001,2015
1837,10063099001,5000
1838,10063040001,370
1839,10063040001,425
1840,10063099010,170
1841,10063040001,3350
1842,10062090612,60
1843,10062090607,80
1844,10062090618,20
1845,10064090003,250
1846,10062010001,300
1847,10063030003,70
1848,10063040001,20
1849,10063040001,40
1850,10063030006,50
1851,10063099001,250
1852,10063099007,300
1853,10063040500,58500
1854,10063040001,2616
1855,10063099010,1160
1856,10063099001,1050
1857,10063099001,1050
1858,10063099010,1160
1859,10063040001,2530
1860,10064090005,1000
1861,10063040001,810
1862,10063040001,220
1863,10064090005,1150
1864,10063040001,900
1865,10063040001,740
1866,10063099001,1760
1867,10062090504,350
1868,10062090633,300
1869,10062090633,200
1870,10063091003,14560
1871,10063099010,1000
1872,10063040500,177
1873,10063040001,880
1874,10063040001,3520
1875,10063040001,12
1876,10064090003,720
1877,10064090003,288
1878,10063040001,3140
1879,10064090005,1150
1880,10063040001,1536
1881,10063040001,2700
1882,10062090018,920
1883,10063099013,38000
1884,10062090011,57000
1885,10063040001,20884
1886,15119036000,50
1887,10063040001,3400
1888,10063040001,850
1889,10063040001,850
1890,10063040001,1700
1891,10063091001,3
1892,10051000000,29
1893,10063040500,10596
1894,10062010500,8400
1895,10063040001,1200
1896,10063099001,20866
1897,10063099001,41731
1898,10063040001,1380
1899,10063040001,500
1900,10063040001,500
1901,10064090004,26000
1902,10063099001,1800
1903,15119036000,550
1904,15119036000,800
1905,10063099001,3600
1906,10063040001,230
1907,10063040001,462
1908,10063040001,370
1909,10063099001,3600
1910,10063099013,520000
1911,10062010001,20
1912,10063040001,700
1913,10063040001,1000
1914,10063040001,1700
1915,10062090607,80
1916,10062090601,130
1917,10063030003,600
1918,10063030003,220
1919,10062090613,120
1920,10063040001,1700
1921,10063040001,21500
1922,10063030003,560
1923,10063040001,1320
1924,10063040001,4750
1925,10063040001,1080
1926,10063040001,2600
1927,10063040001,2550
1928,10063040001,11350
1929,10063040001,2270
1930,10062090601,402
1931,10063040001,22882
1932,10062090601,7627
1933,10063040001,12474
1934,10063040001,42638
1935,10063040001,20280
1936,10063040001,20280
1937,10063040001,500
1938,10063040001,200
1939,10063030003,200
1940,10063030003,100
1941,10063040001,100
1942,10063040001,50
1943,10063030003,100
1944,10063030003,50
1945,10062090619,670
1946,10062090613,100
1947,10063040001,2000
1948,10063099001,480
1949,10063099001,225
1950,10063040001,1665
1951,10063040001,185
1952,10063040001,1728
1953,10063040001,1728
1954,10063040001,3600
1955,10063040001,1000
1956,10063040001,1000
1957,10063040001,2680
1958,10063040001,2100
1959,10063040001,432
1960,10063040001,360
1961,10063040001,2000
1962,15119049000,200
1963,10063099012,520000
1964,10063040001,900
1965,10063040001,700
1966,10062010001,100
1967,10063040001,100
1968,10063040001,1200
1969,10063040001,360
1970,10063040001,60
1971,10062010001,108
1972,10063091003,10400
1973,15119039000,1440
1974,10063040001,17736
1975,10063040001,17736
1976,10063040001,17078
1977,15119020000,150
1978,10063040001,59928
1979,10063040001,1700
1980,10063040001,160
1981,10064090005,10400
1982,15119036000,345
1983,15119036000,500
1984,15119036000,115
1985,10063040001,1050
1986,10063040001,1050
1987,10063040001,262
1988,10063040001,350
1989,10063040001,900
1990,10063040001,700
1991,10063040001,300
1992,10063040001,100
1993,10063030003,300
1994,10063040001,4540
1995,10063040001,5675
1996,10063040001,3405
1997,10063040001,4540
1998,10063040001,4540
1999,10063040001,4540
2000,10063040001,4540
2001,10063040001,5675
2002,10063040001,900
2003,10063040001,1255
2004,10063040001,2160
2005,10063040001,1080
2006,10062010001,360
2007,10063040001,750
2008,10063040001,1255
2009,10063040001,1955
2010,10063040001,60
2011,10063040001,1680
2012,10063040001,340
2013,10063040001,2186
2014,10063040001,160
2015,10063040001,54
2016,10063040001,600
2017,10062010001,730
2018,10063040001,320
2019,10063040001,374
2020,10063040001,520
2021,10062010001,400
2022,10063040001,648
2023,10063040001,625
2024,10062010001,60
2025,10062090018,40
2026,10063040001,20430
2027,10063040001,7309
2028,10063040001,19613
2029,10063030003,5720
2030,10064090005,19295
2031,10064090005,8581
2032,15119039000,65
2033,10063040001,3405
2034,10063040001,4540
2035,10063040001,2270
2036,10063040001,3405
2037,10063040001,3814
2038,10064090005,1362
2039,10064090006,1260
2040,10063040001,734
2041,10063040001,440
2042,10063040001,132
2043,10063040001,165
2044,10063099001,1
2045,10063099001,1
2046,10063040001,590
2047,10063030003,120
2048,10062090612,50
2049,10062010001,100
2050,10063099010,1000
2051,15119039000,840
2052,10063099001,994
2053,10063040001,120
2054,10063030003,400
2055,10063030003,80
2056,10063030003,80
2057,10063030003,195
2058,10063099010,5200
2059,10063099010,2600
2060,10063040001,1140
2061,10063040001,3760
2062,10063040001,1152
2063,10063091001,920
2064,10063040001,1100
2065,10063040001,1140
2066,10063099001,3500
2067,10063040001,1134
2068,10063040001,1140
2069,10063040001,1140
2070,10063099018,3990
2071,10063040001,1157
2072,10063040001,7875
2073,10063040001,2625
2074,10063099010,860
2075,10063099010,11970
2076,10063099010,6840
2077,10063099010,4950
2078,10063099010,2160
2079,10063040001,500
2080,10063040001,1720
2081,10063099600,500
2082,10063040001,450
2083,10063040001,7900
2084,10063040001,880
2085,10063099014,425
2086,10063099014,60
2087,10063040001,766
2088,10063099001,60000
2089,10063030003,887
2090,10063099001,880
2091,10063040001,445
2092,10063040001,818
2093,10063099001,1774
2094,10064090005,330
2095,10063040001,300
2096,10063030003,350
2097,10063030003,300
2098,10063099010,860
2099,10062090618,20
2100,10063040001,2150
2101,10063040001,2880
2102,10063099010,748000
2103,10063099001,980
2104,10063099001,6
2105,10063099601,20800
2106,10063099010,1320
2107,10062090001,8
2108,10063040001,1000
2109,10063099001,1000
2110,10063099001,840
2111,10063099001,110
2112,10063099010,1320
2113,10063040001,620
2114,10063040001,620
2115,10063099090,2
2116,10063099090,1
2117,10063099090,1
2118,10063099090,1
2119,10063099090,1
2120,10063099090,1
2121,10063099090,1
2122,10063099090,1
2123,10063099090,1
2124,10063099090,1
2125,10063099090,1
2126,10063099090,1
2127,10063099090,1
2128,10063099090,1
2129,10063099090,1
2130,10063099090,1
2131,10063099090,1
2132,10063099090,1
2133,10063099090,1
2134,10063099090,2
2135,10063099090,2
2136,10063099090,1
2137,10063099012,4000
2138,10063099012,46000
2139,10063099012,5000
2140,10063099012,40000
2141,10063099012,5000
2142,15119036000,6600
2143,15119036000,1600
2144,15119036000,6000
2145,15119036000,6000
2146,10063099001,40
2147,10063099010,700020
2148,10063099010,6300000
2149,10063040001,856
2150,15119036000,1500
2151,10063040001,3820
2152,10063040001,100
2153,10063040001,800
2154,10063030003,600
2155,10063030003,550
2156,10063099001,1850
2157,10063099001,1850
2158,10063091001,300000
2159,10063099012,150000
2160,10063099014,40
2161,10063099014,20
2162,10064090012,2500
2163,10063091001,25000
2164,10063040001,960
2165,10063040001,4800
2166,10063040001,6000
2167,10063099010,2400
2168,10063099010,1000
2169,10063040001,120
2170,10063040001,100
2171,10063099601,10400
2172,10063040001,750
2173,10063030003,250
2174,10063030003,166
2175,10063099601,5200
2176,10063099012,260000
2177,10063040001,2049
2178,10063040001,906
2179,15119036000,200
2180,15119036000,200
2181,15119036000,100
2182,15119036000,200
2183,15119036000,200
2184,15119036000,200
2185,15119036000,200
2186,15119036000,200
2187,15119036000,200
2188,15119036000,200
2189,15119036000,200
2190,15119036000,200
2191,15119036000,200
2192,10063099012,520000
2193,10063099012,260000
2194,10063099010,1800
2195,10062090613,1180
2196,10063099001,230
2197,10063030003,200
2198,10063099001,840
2199,10063099001,650
2200,10063099001,998
2201,10063030003,430
2202,10063030003,300
2203,10063040001,2020
2204,10063040001,8060
2205,10063040001,5000
2206,10063040001,550
2207,10051000000,78
2208,10051000000,10
2209,10063099014,25000
2210,15119020000,1500
2211,10063040001,200
2212,10064090003,100
2213,10064090003,100
2214,10064090010,400
2215,10064090010,400
2216,10062090612,1760
2217,10062090607,440
2218,10063099010,920
2219,10063040001,20960
2220,10063040001,21000
2221,10063040001,42000
2222,10063099001,1710
2223,10063040001,11000
2224,10063040001,6000
2225,10063040001,7000
2226,10063040001,5500
2227,10063040001,500
2228,10063099001,8000
2229,10063099001,1500
2230,10064090005,4000
2231,10063040001,300
2232,10063040001,50
2233,10063040001,150
2234,10062010001,400
2235,10062090601,300
2236,10063099001,50
2237,10063099014,1850
2238,10063099014,40
2239,10063091001,6000
2240,10063099012,4000
2241,10064090005,20000
2242,10063040001,20000
2243,10063040001,20000
2244,10063030003,4000
2245,10063099012,20000
2246,10063040001,18824
2247,10063099001,925
2248,10063099001,2250
2249,10064090602,5000
2250,10062090001,130
2251,10062090612,120
2252,10062090001,100
2253,10062090612,70
2254,10063099600,210
2255,10063099600,60
2256,10063030003,40
2257,10062090001,150
2258,10063099001,500
2259,10063099001,800
2260,10063099001,500
2261,10063030003,1500
2262,10064090005,700
2263,10063099001,1000
2264,10063099001,800
2265,10063099012,5200
2266,10063099012,39520
2267,10064090006,653
2268,10063099012,100
2269,10063040001,1020
2270,10063040001,220
2271,10063040001,793
2272,10063040001,220
2273,10064090005,440
2274,10064090005,220
2275,10063040001,1400
2276,10063030003,300
2277,10063030003,770
2278,10063040001,400
2279,10063040001,500
2280,10063040001,320
2281,10063040001,1075
2282,10063040001,1280
2283,10063040001,1430
2284,10063040001,1000
2285,10063040001,5330
2286,10063099001,3500
2287,10063091001,2100
2288,10063040001,900
2289,10063040001,5330
2290,10063040001,900
2291,10063040001,6078
2292,10063099001,100
2293,10063091001,2100
2294,10063040001,185
2295,10063040001,205
2296,10063099010,2000
2297,10063099010,3000
2298,10063091001,1000
2299,10063099001,1150
2300,10063099001,270
2301,10063030003,925
2302,10063040001,3900
2303,15119039000,10
2304,10063040001,1240
2305,10063099001,1020
2306,10063099010,23334
2307,10063099010,6300
2308,10063040001,1075
2309,10063040001,1075
2310,10063040001,1075
2311,10062090607,70
2312,10064090003,150
2313,10063040001,650
2314,10063040001,210
2315,10063030003,168
2316,10062090613,140
2317,10063040001,920
2318,10063040001,450
2319,10063040001,450
2320,10063040001,280
2321,10063040001,280
2322,10063040001,290
2323,15119036000,440
2324,15119036000,440
2325,15119036000,440
2326,15119036000,440
2327,15119036000,440
2328,15119036000,440
2329,10062090609,32
2330,10062090615,16
2331,10062090607,35
2332,10063030003,3700
2333,10063099001,4600
2334,10063040001,583
2335,10063040001,100
2336,10063040001,4000
2337,10063040001,1000
2338,10063099001,600
2339,10063099001,225
2340,10063099001,600
2341,10063040001,925
2342,10063099001,1600
2343,10063040001,850
2344,10063040001,900
2345,15119036000,11100
2346,15119036000,6000
2347,15119036000,9600
2348,15119036000,12000
2349,15119036000,2240
2350,15119036000,4800
2351,15119036000,2400
2352,15119036000,2000
2353,15119036000,5880
2354,15119036000,8400
2355,15119036000,3600
2356,15119036000,1480
2357,15119036000,5400
2358,15119036000,10800
2359,10063040001,1100
2360,10063091001,100
2361,10063040001,200
2362,10063040001,650
2363,10063040001,1100
2364,10063099001,3600
2365,10063099001,7360
2366,10063099001,1840
2367,10063040001,810
2368,10063040001,925
2369,10063040500,58500
2370,10063099001,17670
2371,10063099001,36570
2372,10063040001,855
2373,10063040001,855
2374,10063040001,6300
2375,10063091001,9000
2376,10063099010,1100
2377,10063040001,2280
2378,10063099012,10400
2379,10063030003,13500
2380,10063099012,10400
2381,10063040001,1600
2382,10063040001,600
2383,10063091001,200
2384,15119036000,2440
2385,15119036000,6000
2386,15119036000,8400
2387,10063091001,120000
2388,10063099001,850
2389,10063091001,1300
2390,10064090005,200
2391,10064090005,400
2392,10064090005,1600
2393,10063040001,25500
2394,10063040001,200
2395,10063040001,5000
2396,10063040001,25000
2397,10063040001,1500
2398,10063030003,50
2399,10063030003,50
2400,10063030003,200
2401,10063030003,200
2402,10063030003,200
2403,10063040001,950
2404,10063040001,400
2405,10063040001,1680
2406,10063040001,1100
2407,10063091001,4000
2408,10063040500,20
2409,10063099012,53040
2410,10063091001,1
2411,10063091001,200000
2412,10063099601,60000
2413,10063099601,60000
2414,10063099090,1
2415,10063099090,1
2416,10063099090,1
2417,10063099090,1
2418,10063099090,1
2419,10063099090,1
2420,10063099090,1
2421,10063099090,1
2422,10063099090,1
2423,10063099090,1
2424,10063099090,1
2425,10063099090,1
2426,10063099090,1
2427,10063099090,1
2428,10063099090,1
2429,10063099090,1
2430,10063099090,1
2431,10063099090,1
2432,10063099090,1
2433,10063099090,1
2434,10063099090,1
2435,10063091001,300
2436,10063091001,250
2437,10063091001,50
2438,10063091001,1
2439,10063091001,1
2440,10063091001,1
2441,10063091001,1
2442,10063099001,20907
2443,10063030003,1700
2444,10063030003,1700
2445,10064090003,700
2446,10064090003,40
2447,10063030003,300
2448,10063030003,120
2449,10062010001,120
2450,10063040001,20593
2451,10063040001,20702
2452,10063040001,20702
2453,10063040001,20593
2454,10063099012,520000
2455,10063099012,520000
2456,10063099012,520000
2457,10063040001,10350
2458,10062090612,400
2459,15119039000,1680
2460,10063099012,390000
2461,10064090012,5200
2462,10063040001,19295
2463,10063099001,40
2464,10062090618,120
2465,10062010500,80
2466,10063040500,80
2467,10062010001,40
2468,10062090605,40
2469,10062090615,40
2470,10062090631,40
2471,10063099001,150
2472,10063099001,700
2473,10063040001,875
2474,10064090005,21316
2475,10063030003,2610
2476,10063099010,23333
2477,10063099010,6300
2478,10063099007,60
2479,10063091001,2000
2480,10063040001,3000
2481,10063040001,17300
2482,10063040001,1000
2483,10063030003,60
2484,10063091001,2650
2485,10063099001,850
2486,10063040001,4320
2487,10063040001,1680
2488,10063040001,1800
2489,10063040001,5520
2490,10063099001,7875
2491,10063040001,1400
2492,10063030003,300
2493,10063040001,1700
2494,10063040001,1380
2495,10063040001,920
2496,10063040001,550
2497,10063040001,300
2498,10063030003,100
2499,10063030003,100
2500,10063040001,400
2501,10063040001,800
2502,10063030003,50
2503,10063099001,1
2504,10063030003,90
2505,10062090619,40
2506,10063099010,80
2507,10063099010,150
2508,10063099010,130
2509,10063099010,260
2510,10063099012,20800
2511,10063099012,3120
2512,10063040001,275
2513,10063040001,1700
2514,10063040001,3375
2515,10063030003,640
2516,10063099090,1
2517,10063099090,1
2518,10063099090,6
2519,10063099090,1
2520,10063099090,1
2521,10063099090,1
2522,10063099090,1
2523,10063099012,39668
2524,10063040001,320
2525,10063030003,320
2526,10063091001,1000
2527,10063091001,1400
2528,10063091001,499
2529,10063091001,100
2530,10063099012,10600
2531,10063040001,3016
2532,10063040001,3126
2533,10063040001,1200
2534,10063040001,922
2535,10063040001,460
2536,10063040001,1200
2537,10063040001,1200
2538,10063040001,750
2539,10063040001,300
2540,10063099012,10400
2541,10063099012,10400
2542,10063040001,1100
2543,10064090602,250000
2544,10063040001,1025
2545,10063099003,940
2546,10063099003,940
2547,10063099003,940
2548,10063040001,1025
2549,10063099012,5200
2550,10063040001,1025
2551,10063099001,18972
2552,10063099010,14000
2553,10063099010,42000
2554,10063040500,25000
2555,10063099001,19500
2556,10062090600,500000
2557,10063099001,19500
2558,10063099012,960
2559,10063091002,550
2560,10063099001,550
2561,10063040001,3000
2562,10063040001,980
2563,10063040001,20000
2564,10063030003,925
2565,10063040001,4200
2566,10063040001,42676
2567,10063040001,17892
2568,10064090003,22500
2569,10063040001,22500
2570,10063040001,22500
2571,10063040001,15890
2572,10062090607,2000
2573,10063099001,20884
2574,10063099012,520000
2575,10063099001,19935
2576,10063099001,19935
2577,10063099601,80000
2578,10063099601,10000
2579,10063040001,1000
2580,10063040001,1080
2581,10063040001,3600
2582,10063040001,7200
2583,10063040001,708
2584,10063040001,250
2585,10063040001,765
2586,10063040001,2288
2587,10063040001,880
2588,10063040001,2288
2589,10063040001,2288
2590,10063040001,1080
2591,10063040001,900
2592,10063040001,1075
2593,10063040001,1075
2594,10063040001,395
2595,10063040001,400
2596,10063040001,600
2597,10063040001,700
2598,10063040001,200
2599,10063040001,1745
2600,10063099001,2926
2601,10063040001,140
2602,10063040001,280
2603,10063030003,900
2604,10063091001,5228
2605,10063030003,200
2606,10063099012,100
2607,10063030003,900
2608,15119049000,2
2609,10063099001,1200
2610,10063040001,77180
2611,10063030003,600
2612,10063030003,500
2613,10063040001,38590
2614,10063099601,10000
2615,10063099601,10000
2616,10063099001,80
2617,10063099001,19976
2618,10063099001,19935
2619,10063099001,19976
2620,10063099001,19935
2621,10063040001,700
2622,10063040001,300
2623,10063099010,5880
2624,10063099010,1496
2625,10063099010,1496
2626,10063040001,350
2627,10063040001,200
2628,10063040001,300
2629,10063040001,167
2630,10063040001,1250
2631,10063040001,84000
2632,10063040001,78960
2633,10063040001,84000
2634,10063040001,84000
2635,10063040001,84000
2636,10063040001,84000
2637,10063099010,1496
2638,10063099010,1496
2639,10063040001,44226
2640,10063030003,2007
2641,10063030003,3015
2642,10064090005,2018
2643,10063099010,1496
2644,10063040001,650
2645,10063040001,570
2646,10063040001,100
2647,10063040001,6000
2648,10063040001,15500
2649,10063030003,1200
2650,10063040001,7040
2651,10063040001,7040
2652,10064090005,3600
2653,10063040001,1200
2654,10063040001,7600
2655,10063040001,11600
2656,10063099001,19681
2657,10063040001,84000
2658,10063040001,41805
2659,10062090011,19000
2660,10063040001,16798
2661,10063040001,6810
2662,10063040001,1090
2663,10063030003,9080
2664,10063030003,1907
2665,10063030003,3814
2666,10064090005,858
2667,10063040001,12000
2668,10063099010,38400
2669,10063091001,40000
2670,10064090600,880
2671,10063040001,5175
2672,10063040001,1725
2673,10063099001,1150
2674,10063099001,575
2675,10063091001,2300
2676,10063091001,1150
2677,10051000000,50000
2678,10051000000,30000
2679,10062090018,460
2680,10063099012,312000
2681,10063040500,21000
2682,10063099001,19976
2683,10063099001,19935
2684,10051000000,56
2685,10063040001,20593
2686,10063040001,20702
2687,10063040001,20702
2688,10063099001,19935
2689,10063040001,20000
2690,10063040001,4000
2691,10063040001,72000
2692,10063040001,36000
2693,10063040001,12000
2694,10063040001,900
2695,10063040001,23040
2696,10063040001,24000
2697,10063040001,1300
2698,10063040001,450
2699,10063030003,400
2700,10063030003,300
2701,10063040001,2270
2702,10063040001,17100
2703,10063040001,150000
2704,10063040001,18484
2705,10063040001,1814
2706,10063030003,340
2707,10063099001,29000
2708,10063099001,18125
2709,10063030003,750
2710,10063091002,1000
2711,10063099010,3000
2712,10064090012,60000
2713,10064090012,40000
2714,10063099601,40000
2715,10063099601,79643
2716,10063099012,40000
2717,10063091001,1440
2718,10063040001,17252
2719,10063040001,4000
2720,10063040001,1
2721,10064090003,1000
2722,10064090005,1000
2723,10063040001,6250
2724,10063040001,2000
2725,10063040001,2000
2726,10063040001,1265
2727,10063040001,1155
2728,10063040001,1155
2729,10063040001,2545
2730,10063040001,2545
2731,10063040001,1155
2732,10063040001,1376
2733,10063040001,290
2734,10063030003,100
2735,10063040001,100
2736,10063040001,940
2737,10063040001,940
2738,10063040001,250
2739,10063040001,50
2740,10063030003,100
2741,10063030003,250
2742,10063040001,688
2743,10063040001,398
2744,10063040001,1155
2745,10063040001,1155
2746,10063040001,1155
2747,10063040001,768
2748,10063040001,1460
2749,10063040001,2190
2750,10063040001,4128
2751,10063040001,750
2752,10063040001,750
2753,10063040001,412
2754,10063040001,300
2755,10063040001,300
